Building_B_16_2

9
4
17.6	0
17.6	85
17.5	85
17.5	0

4
42.6	0
42.6	85
42.5	85
42.5	0

4
67.6	0
67.6	85
67.5	85
67.5	0

4
92.6	5
92.6	40
92.5	40
92.5	5

4
92.6	45
92.6	80
92.5	80
92.5	45

60
17.5	85.1
-0.1	85.1
-0.1	-0.1
17.5	-0.1
17.5	0
0	0
0	2.45
12.5	2.45
12.5	2.55
0	2.55
0	4.95
15.05	4.95
15.05	12.5
14.95	12.5
14.95	5.05
0	5.05
0	22.45
14.95	22.45
14.95	15
15.05	15
15.05	30
14.95	30
14.95	22.55
0	22.55
0	39.95
14.95	39.95
14.95	32.5
15.05	32.5
15.05	40.05
0	40.05
0	42.45
12.5	42.45
12.5	42.55
0	42.55
0	44.95
15.05	44.95
15.05	52.5
14.95	52.5
14.95	45.05
0	45.05
0	62.45
14.95	62.45
14.95	55
15.05	55
15.05	70
14.95	70
14.95	62.55
0	62.55
0	79.95
14.95	79.95
14.95	72.5
15.05	72.5
15.05	80.05
0	80.05
0	82.45
12.5	82.45
12.5	82.55
0	82.55
0	85
17.5	85

60
42.5	85.1
24.9	85.1
24.9	-0.1
42.5	-0.1
42.5	0
25	0
25	2.45
37.5	2.45
37.5	2.55
25	2.55
25	4.95
40.05	4.95
40.05	12.5
39.95	12.5
39.95	5.05
25	5.05
25	22.45
39.95	22.45
39.95	15
40.05	15
40.05	30
39.95	30
39.95	22.55
25	22.55
25	39.95
39.95	39.95
39.95	32.5
40.05	32.5
40.05	40.05
25	40.05
25	42.45
37.5	42.45
37.5	42.55
25	42.55
25	44.95
40.05	44.95
40.05	52.5
39.95	52.5
39.95	45.05
25	45.05
25	62.45
39.95	62.45
39.95	55
40.05	55
40.05	70
39.95	70
39.95	62.55
25	62.55
25	79.95
39.95	79.95
39.95	72.5
40.05	72.5
40.05	80.05
25	80.05
25	82.45
37.5	82.45
37.5	82.55
25	82.55
25	85
42.5	85

60
67.5	85.1
49.9	85.1
49.9	-0.1
67.5	-0.1
67.5	0
50	0
50	2.45
62.5	2.45
62.5	2.55
50	2.55
50	4.95
65.05	4.95
65.05	12.5
64.95	12.5
64.95	5.05
50	5.05
50	22.45
64.95	22.45
64.95	15
65.05	15
65.05	30
64.95	30
64.95	22.55
50	22.55
50	39.95
64.95	39.95
64.95	32.5
65.05	32.5
65.05	40.05
50	40.05
50	42.45
62.5	42.45
62.5	42.55
50	42.55
50	44.95
65.05	44.95
65.05	52.5
64.95	52.5
64.95	45.05
50	45.05
50	62.45
64.95	62.45
64.95	55
65.05	55
65.05	70
64.95	70
64.95	62.55
50	62.55
50	79.95
64.95	79.95
64.95	72.5
65.05	72.5
65.05	80.05
50	80.05
50	82.45
62.5	82.45
62.5	82.55
50	82.55
50	85
67.5	85

60
92.5	85.1
74.9	85.1
74.9	-0.1
92.5	-0.1
92.5	0
75	0
75	2.45
87.5	2.45
87.5	2.55
75	2.55
75	4.95
90.05	4.95
90.05	12.5
89.95	12.5
89.95	5.05
75	5.05
75	22.45
89.95	22.45
89.95	15
90.05	15
90.05	30
89.95	30
89.95	22.55
75	22.55
75	39.95
89.95	39.95
89.95	32.5
90.05	32.5
90.05	40.05
75	40.05
75	42.45
87.5	42.45
87.5	42.55
75	42.55
75	44.95
90.05	44.95
90.05	52.5
89.95	52.5
89.95	45.05
75	45.05
75	62.45
89.95	62.45
89.95	55
90.05	55
90.05	70
89.95	70
89.95	62.55
75	62.55
75	79.95
89.95	79.95
89.95	72.5
90.05	72.5
90.05	80.05
75	80.05
75	82.45
87.5	82.45
87.5	82.55
75	82.55
75	85
92.5	85

18
1	4	0	0	5.75	3.5	4	31.75	37.5	1	1.5
2	4	0	0	5.75	43.5	44	31.75	37.5	41	41.5
3	4	0	0	5.75	83.5	84	31.75	37.5	81	81.5
1	3	0	25	30.75	3.5	4	56.75	62.5	1	1.5
2	3	0	25	30.75	43.5	44	56.75	62.5	41	41.5
3	3	0	25	30.75	83.5	84	56.75	62.5	81	81.5
1	3	1	25	30.75	1	1.5	6.75	12.5	3.5	4
2	3	1	25	30.75	41	41.5	6.75	12.5	43.5	44
3	3	1	25	30.75	81	81.5	6.75	12.5	83.5	84
1	2	0	50	55.75	3.5	4	81.75	87.5	1	1.5
2	2	0	50	55.75	43.5	44	81.75	87.5	41	41.5
3	2	0	50	55.75	83.5	84	81.75	87.5	81	81.5
1	2	1	50	55.75	1	1.5	31.75	37.5	3.5	4
2	2	1	50	55.75	41	41.5	31.75	37.5	43.5	44
3	2	1	50	55.75	81	81.5	31.75	37.5	83.5	84
1	1	1	75	80.75	1	1.5	56.75	62.5	3.5	4
2	1	1	75	80.75	41	41.5	56.75	62.5	43.5	44
3	1	1	75	80.75	81	81.5	56.75	62.5	83.5	84

16
12.5	13.75	5
12.5	31.25	5
12.5	53.75	5
12.5	71.25	5
37.5	13.75	5
37.5	31.25	5
37.5	53.75	5
37.5	71.25	5
62.5	13.75	5
62.5	31.25	5
62.5	53.75	5
62.5	71.25	5
87.5	13.75	5
87.5	31.25	5
87.5	53.75	5
87.5	71.25	5

3
112.5	42.5	5
112.5	2.5	5
112.5	82.5	5

5	13.75
5	31.25
5	53.75
5	71.25
30	13.75
30	31.25
30	53.75
30	71.25
55	13.75
55	31.25
55	53.75
55	71.25
80	13.75
80	31.25
80	53.75
80	71.25

137.5	42.5

Road_Map_B_16_2.txt
