1	9
6	14
8	27
12	27
13	14
19	9
25	9
26	9
0	21
2	5
3	5
7	11
8	41
14	27
15	14
20	14
21	14
10	21
10	29
11	21
22	21
23	21
10	18
23	18
0	1
0	42
0	4
0	11
0	14
1	32
1	27
1	4
2	42
2	14
2	6
2	29
3	16
6	3
7	3
8	21
8	1
8	4
12	20
12	26
12	21
12	24
12	19
13	20
13	21
13	26
13	19
13	24
14	24
14	8
14	19
14	38
14	32
14	21
18	3
19	42
19	11
19	14
19	27
19	4
20	27
20	4
20	6
20	11
24	34
24	24
24	28
24	0
25	27
25	34
25	0
26	33
26	28
26	16
0	0
1	11
1	1
6	32
6	6
6	0
7	41
7	0
12	2
12	6
13	2
13	6
18	34
18	30
18	18
19	32
19	6
19	0
20	34
25	20
25	26
25	30
25	6
26	20
26	26
26	30
26	6
1	30
1	28
1	20
1	10
2	28
2	26
2	7
2	10
3	12
3	25
3	15
6	23
6	17
7	1
7	27
8	2
20	9
21	9
22	25
22	9
10	16
11	19
22	24
23	24
0	38
0	28
0	33
0	20
1	2
1	6
1	29
1	14
2	2
3	14
3	11
3	17
3	23
6	2
7	9
7	2
8	30
8	11
12	30
12	34
13	3
14	3
15	30
15	34
15	40
15	1
18	1
18	6
19	3
20	1
20	17
20	23
21	28
21	33
21	19
21	40
24	6
24	1
24	11
25	3
26	32
26	2
26	1
27	20
0	15
0	34
0	26
0	13
1	0
2	1
2	11
3	34
13	0
14	0
18	15
20	0
21	30
21	34
1	41
6	35
7	6
8	9
14	2
19	12
20	12
1	13
2	15
3	20
13	18
14	18
15	25
19	25
20	25
12	25
13	25
20	26
25	32
26	25
13	40
14	40
20	13
24	13
25	13
12	10
0	16
1	15
2	30
6	16
8	19
13	16
14	15
25	15
0	10
2	20
6	19
8	10
12	16
13	13
24	19
25	10
1	38
2	19
24	30
25	25
0	40
1	40
2	40
8	23
9	42
20	15
21	15
24	40
25	35
26	15
0	23
1	42
1	17
1	23
2	27
6	11
7	42
7	23
7	17
8	0
9	23
12	4
12	1
13	4
13	1
18	21
18	4
19	21
19	5
20	2
16	1
17	35
22	1
23	1
1	39
3	7
3	28
4	20
6	34
6	28
7	32
7	34
7	13
8	32
13	28
14	49
14	26
15	49
24	29
25	19
25	29
26	11
6	12
7	12
7	7
12	42
12	12
13	42
13	12
18	16
19	16
20	16
21	16
26	4
27	4
2	9
2	8
2	18
3	9
3	8
3	18
4	4
9	20
12	15
13	15
14	6
14	11
14	13
15	11
16	4
18	28
19	15
19	28
20	7
20	5
21	7
24	7
24	26
24	16
25	7
25	18
25	12
26	18
26	12
25	21
4	6
4	26
5	4
5	5
16	6
17	4
17	12
22	19
0	7
1	12
1	7
24	21
5	20
16	17
22	5
23	20
2	12
3	32
21	32
25	39
12	13
25	14
25	40
0	50
0	24
1	24
2	13
2	16
2	24
2	44
3	13
7	10
7	44
8	44
8	42
12	38
15	29
18	19
18	10
18	46
19	30
20	21
21	13
21	17
21	20
21	46
24	33
24	50
24	44
25	44
25	24
1	16
1	50
6	36
7	35
8	35
9	17
9	35
13	41
14	29
14	45
18	17
19	1
20	32
24	14
25	38
25	17
25	45
26	38
26	50
26	14
26	45
0	44
1	36
2	35
6	38
6	44
7	36
7	38
7	33
8	49
8	33
9	33
12	50
12	40
13	44
14	28
14	44
15	50
18	25
19	18
20	36
20	35
21	44
21	50
26	29
26	36
27	35
0	45
1	44
2	36
3	26
6	49
8	24
8	38
9	49
9	38
13	30
14	30
15	44
19	34
25	36
13	34
12	36
3	29
1	35
2	17
2	50
7	49
8	36
19	40
20	19
25	23
25	50
26	23
1	34
2	34
6	10
6	26
6	50
7	37
8	26
8	34
9	34
14	16
18	50
18	38
20	44
21	10
0	37
0	47
1	37
1	43
6	48
6	33
6	47
7	24
8	46
9	44
12	37
12	45
13	37
13	45
14	47
18	33
18	48
19	44
20	40
24	47
25	47
26	49
27	49
7	26
8	37
9	37
19	35
20	37
21	37
25	37
7	14
9	27
27	9
1	21
3	5
4	5
8	11
9	41
15	27
16	14
21	14
22	14
11	21
11	29
12	21
24	21
11	18
24	18
3	42
3	14
3	6
3	29
4	16
9	21
9	1
9	4
15	24
15	8
15	19
15	38
15	32
15	21
21	27
21	4
21	6
21	11
27	33
27	28
27	16
21	34
27	20
27	26
27	30
27	6
3	28
3	26
3	7
3	10
4	12
4	25
4	15
9	2
21	9
22	9
23	25
23	9
11	16
12	19
23	24
24	24
3	2
4	14
4	11
4	17
4	23
9	30
9	11
15	3
16	30
16	34
16	40
16	1
21	1
21	17
21	23
22	28
22	33
22	19
22	40
27	32
27	2
27	1
28	20
3	1
3	11
4	34
15	0
21	0
22	30
22	34
9	9
15	2
21	12
3	15
4	20
15	18
16	25
21	25
21	26
27	25
15	40
21	13
3	30
9	19
15	15
3	20
7	19
9	10
3	19
3	40
9	23
10	42
21	15
22	15
27	15
3	27
9	0
10	23
21	2
17	1
18	35
23	1
24	1
4	7
4	28
5	20
9	32
15	49
15	26
16	49
27	11
21	16
22	16
27	4
28	4
3	9
3	8
3	18
4	9
4	8
4	18
5	4
10	20
15	6
15	11
15	13
16	11
17	4
21	7
21	5
22	7
25	16
27	18
27	12
5	6
5	26
6	4
6	5
17	6
18	4
18	12
23	19
6	20
17	17
23	5
24	20
3	12
4	32
22	32
3	13
3	16
3	24
3	44
4	13
9	44
9	42
16	29
21	21
22	13
22	17
22	20
22	46
9	35
10	17
10	35
15	29
15	45
21	32
27	38
27	50
27	14
27	45
3	35
9	49
9	33
10	33
15	28
15	44
16	50
21	36
21	35
22	44
22	50
27	29
27	36
28	35
3	36
4	26
9	24
9	38
10	49
10	38
15	30
16	44
4	29
3	17
3	50
9	36
21	19
27	23
3	34
9	26
9	34
10	34
15	16
21	44
22	10
9	46
10	44
15	47
21	40
27	49
28	49
9	37
10	37
21	37
22	37
12	18
24	9
16	2
22	26
28	11
18	17
