Building_KUL

72
92
245.1	282
245.1	304.1
-0.1	304.1
-0.1	282
0	282
0	304
2.45	304
2.45	298
2.55	298
2.55	304
5	304
5	295.5
7.5	295.5
7.5	295.6
5.1	295.6
5.1	304
15	304
15	295.6
12.5	295.6
12.5	295.5
17.5	295.5
17.5	295.6
15.1	295.6
15.1	304
25	304
25	295.6
22.5	295.6
22.5	295.5
27.5	295.5
27.5	295.6
25.1	295.6
25.1	304
35	304
35	295.6
32.5	295.6
32.5	295.5
35.1	295.5
35.1	304
37.45	304
37.45	298
37.55	298
37.55	304
40	304
40	295.5
45	295.5
45	304
47.45	304
47.45	298
47.55	298
47.55	304
50	304
50	295.5
140	295.5
140	304
142.45	304
142.45	298
142.55	298
142.55	304
145	304
145	295.5
175	295.5
175	304
177.45	304
177.45	298
177.55	298
177.55	304
180	304
180	295.5
182.5	295.5
182.5	295.6
180.1	295.6
180.1	304
210	304
210	295.6
207.5	295.6
207.5	295.5
222.5	295.5
222.5	295.6
220	295.6
220	304
240	304
240	295.6
237.5	295.6
237.5	295.5
240.1	295.5
240.1	304
242.45	304
242.45	298
242.55	298
242.55	304
245	304
245	282

4
202.5	295.6
197.5	295.6
197.5	295.5
202.5	295.5

4
192.5	295.6
187.5	295.6
187.5	295.5
192.5	295.5

4
232.5	295.6
227.5	295.6
227.5	295.5
232.5	295.5

48
245.1	282
240	282
240	290.5
237.5	290.5
237.5	290.4
239.9	290.4
239.9	282
220	282
220	290.4
222.5	290.4
222.5	290.5
217.5	290.5
217.5	290.4
219.9	290.4
219.9	282
190	282
190	290.4
192.5	290.4
192.5	290.5
180	290.5
180	282
175	282
175	290.5
145	290.5
145	282
140	282
140	290.5
117.5	290.5
117.5	290.4
120	290.4
120	282
110	282
110	290.4
112.5	290.4
112.5	290.5
50	290.5
50	282
45	282
45	290.5
40	290.5
40	282
35	282
35	290.5
5	290.5
5	282
-0.1	282
-0.1	281.9
245.1	281.9

4
212.5	290.5
207.5	290.5
207.5	290.4
212.5	290.4

4
202.5	290.5
197.5	290.5
197.5	290.4
202.5	290.4

4
232.5	290.5
227.5	290.5
227.5	290.4
232.5	290.4

100
245.1	235
245.1	257.1
-0.1	257.1
-0.1	235
0	235
0	257
2.45	257
2.45	251
2.55	251
2.55	257
5	257
5	248.5
7.5	248.5
7.5	248.6
5.1	248.6
5.1	257
15	257
15	248.6
12.5	248.6
12.5	248.5
17.5	248.5
17.5	248.6
15.1	248.6
15.1	257
25	257
25	248.6
22.5	248.6
22.5	248.5
27.5	248.5
27.5	248.6
25.1	248.6
25.1	257
35	257
35	248.6
32.5	248.6
32.5	248.5
35.1	248.6
35.1	257
37.45	257
37.45	251
37.55	251
37.55	257
40	257
40	248.5
45	248.5
45	257
47.45	257
47.45	251
47.55	251
47.55	257
50	257
50	248.5
140	248.5
140	257
142.45	257
142.45	251
142.55	251
142.55	257
145	257
145	248.5
157.5	248.5
157.5	248.6
155	248.6
155	257
175	257
175	248.6
172.5	248.6
172.5	248.5
175.1	248.5
175.1	257
177.45	257
177.45	251
177.55	251
177.55	257
180	257
180	248.5
182.5	248.5
182.5	248.6
180.1	248.6
180.1	257
200	257
200	248.6
197.5	248.6
197.5	248.5
222.5	248.5
222.5	248.6
220	248.6
220	257
230	257
230	248.6
227.5	248.6
227.5	248.5
240	248.5
240	257
242.45	257
242.45	251
242.55	251
242.55	257
245	257
245	235

4
167.5	248.6
162.5	248.6
162.5	248.5
167.5	248.5

4
192.5	248.6
187.5	248.6
187.5	248.5
192.5	248.5

64
245.1	235
240	235
240	243.5
237.5	243.5
237.5	243.4
239.9	243.4
239.9	235
230	235
230	243.4
232.5	243.4
232.5	243.5
217.5	243.5
217.5	243.4
220	243.4
220	235
190	235
190	243.4
192.5	243.4
192.5	243.5
187.5	243.5
187.5	243.4
189.9	243.4
189.9	235
180	235
180	243.4
182.5	243.4
182.5	243.5
179.9	243.5
179.9	235
175	235
175	243.5
172.5	243.5
172.5	243.4
174.9	243.4
174.9	235
155	235
155	243.4
157.5	243.4
157.5	243.5
145	243.5
145	235
140	235
140	243.5
50	243.5
50	235
45	235
45	243.5
40	243.5
40	235
35	235
35	243.5
32.5	243.5
32.5	243.4
34.9	243.4
34.9	235
15	235
15	243.4
17.5	243.4
17.5	243.5
5	243.5
5	235
-0.1	235
-0.1	234.9
245.1	234.9

4
27.5	243.5
22.5	243.5
22.5	243.4
27.5	243.4

4
167.5	243.5
162.5	243.5
