27
1	12.5	31.25
3	16.25	31.25
1	20	31.25
2	2.5	21.25
3	16.25	21.25
1	12.5	8.75
3	16.25	8.75
1	20	8.75
1	52.5	31.25
3	56.25	31.25
1	60	31.25
2	42.5	18.75
4	56.25	18.75
2	112.5	18.75
1	52.5	8.75
3	56.25	8.75
1	60	8.75
1	2.5	18.75
3	16.25	18.75
1	42.5	21.25
3	56.25	21.25
2	-30	50
3	37.5	50
3	130	50
2	-30	-20
3	37.5	-20
2	130	-20


28
0	1
1	2
1	18
3	4
4	18
4	6
5	6
6	7
8	9
9	10
9	12
11	12
12	13
12	20
14	15
15	16
3	11
17	18
19	20
20	15
13	23
21	22
22	23
23	26
26	25
25	22
25	24
24	21
