Building_B_8_2

9
4
17.6	0
17.6	40
17.5	40
17.5	0

4
42.6	0
42.6	40
42.5	40
42.5	0

4
67.6	0
67.6	40
67.5	40
67.5	0

4
92.6	22.5
92.6	40
92.5	40
92.5	22.5

4
92.6	0
92.6	17.5
92.5	17.5
92.5	0

32
17.5	40.1
-0.1	40.1
-0.1	-0.1
17.5	-0.1
17.5	0
15.05	0
15.05	7.5
14.95	7.5
14.95	0
0	0
0	17.45
14.95	17.45
14.95	10
15.05	10
15.05	17.55
0	17.55
0	19.95
12.5	19.95
12.5	20.05
0	20.05
0	22.45
15.05	22.45
15.05	30
14.95	30
14.95	22.55
0	22.55
0	40
14.95	40
14.95	32.5
15.05	32.5
15.05	40
17.5	40

32
42.5	40.1
24.9	40.1
24.9	-0.1
42.5	-0.1
42.5	0
40.05	0
40.05	7.5
39.95	7.5
39.95	0
25	0
25	17.45
39.95	17.45
39.95	10
40.05	10
40.05	17.55
25	17.55
25	19.95
37.5	19.95
37.5	20.05
25	20.05
25	22.45
40.05	22.45
40.05	30
39.95	30
39.95	22.55
25	22.55
25	40
39.95	40
39.95	32.5
40.05	32.5
40.05	40
42.5	40

32
67.5	40.1
49.9	40.1
49.9	-0.1
67.5	-0.1
67.5	0
65.05	0
65.05	7.5
64.95	7.5
64.95	0
50	0
50	17.45
64.95	17.45
64.95	10
65.05	10
65.05	17.55
50	17.55
50	19.95
62.5	19.95
62.5	20.05
50	20.05
50	22.45
65.05	22.45
65.05	30
64.95	30
64.95	22.55
50	22.55
50	40
64.95	40
64.95	32.5
65.05	32.5
65.05	40
67.5	40

32
92.5	40.1
74.9	40.1
74.9	-0.1
92.5	-0.1
92.5	0
90.05	0
90.05	7.5
89.95	7.5
89.95	0
75	0
75	17.45
89.95	17.45
89.95	10
90.05	10
90.05	17.55
75	17.55
75	19.95
87.5	19.95
87.5	20.05
75	20.05
75	22.45
90.05	22.45
90.05	30
89.95	30
89.95	22.55
75	22.55
75	40
89.95	40
89.95	32.5
90.05	32.5
90.05	40
92.5	40

18
1	4	0	0	5.75	-1	1	31.75	37.5	-1	1
2	4	0	0	5.75	21	21.5	31.75	37.5	18.5	19
3	4	0	0	5.75	39	41	31.75	37.5	39	41
1	3	0	25	30.75	-1	1	56.75	62.5	-1	1
2	3	0	25	30.75	21	21.5	56.75	62.5	18.5	19
3	3	0	25	30.75	39	41	56.75	62.5	39	41
1	3	1	25	30.75	-1	1	6.75	12.5	-1	1
2	3	1	25	30.75	18.5	19	6.75	12.5	21	21.5
3	3	1	25	30.75	39	41	6.75	12.5	39	41
1	2	0	50	55.75	-1	1	81.75	87.5	-1	1
2	2	0	50	55.75	21	21.5	81.75	87.5	18.5	19
3	2	0	50	55.75	39	41	81.75	87.5	39	41
1	2	1	50	55.75	-1	1	31.75	37.5	-1	1
2	2	1	50	55.75	18.5	19	31.75	37.5	21	21.5
3	2	1	50	55.75	39	41	31.75	37.5	39	41
1	1	1	75	80.75	-1	1	56.75	62.5	-1	1
2	1	1	75	80.75	18.5	19	56.75	62.5	21	21.5
3	1	1	75	80.75	39	41	56.75	62.5	39	41

8
12.5	8.75	5
12.5	31.25	5
37.5	8.75	5
37.5	31.25	5
62.5	8.75	5
62.5	31.25	5
87.5	8.75	5
87.5	31.25	5

1
112.5	17.5	17.5

5	8.75
5	31.25
30	8.75
30	31.25
55	8.75
55	31.25
80	8.75
80	31.25

137.5	17.5

Road_Map_B_8_2.txt
